stream,position,trap,date,identified,comment_1,comment_2,samples identified,number samples,noch zu bestimmen,% bestimmt
Modenbach,down,1,14/06/18,y,"Flasche komplett voll mit Wasser, daher keine Emergenz sammelbar",,,,,
Hainbach,up,1,14/06/18,y,,,,,,
Hainbach,up,2,14/06/18,y,,,,,,
Hainbach,down,1,14/06/18,y,,,,,,
Hainbach,down,2,14/06/18,y,vermutlich missing sample,,,,,
Russbach,up,1,18/06/18,y,,,,,,
Russbach,up,2,18/06/18,y,,,,,,
Russbach,down,1,18/06/18,y,,,,,,
Russbach,down,2,18/06/18,y,,,,,,
Otterbach,up,1,18/06/18,y,,,,,,
Otterbach,up,2,18/06/18,y,,,,,,
Otterbach,down,1,18/06/18,y,Otter down 1.1 und 1.2 bestimmt,,,,,
Otterbach,down,2,18/06/18,y,,,,,,
Dierbach,up,1,18/06/18,y,,,,,,
Dierbach,up,2,18/06/18,y,,,,,,
Dierbach,down,1,18/06/18,y,,,,,,
Dierbach,down,2,18/06/18,y,,,,,,
Klingbach,up,1,18/06/18,v,,,,,,
Klingbach,up,2,18/06/18,y,,,,,,
Klingbach,down,1,18/06/18,y,,,,,,
Klingbach,down,2,18/06/18,y,,,,,,
Kaiserbach,up,1,18/06/18,y,,,,,,
Kaiserbach,up,2,18/06/18,y,,,,,,
Kaiserbach,down,1,18/06/18,y,,,,,,
Kaiserbach,down,2,18/06/18,y,,,,,,
Isenach,up,1,18/06/18,y,,,,,,
Isenach,up,2,18/06/18,y,,,,,,
Isenach,down,1,18/06/18,y,,,,,,
Isenach,down,2,18/06/18,y,,,,,,
Kropsbach,up,1,18/06/18,y,,,,,,
Kropsbach,up,2,18/06/18,y,"am 14/06/18 ging Falle kaputt und konnte weder repariert noch ersetzte werden, deswegen ist am 18/06/18 keine zweite Probe vorhanden; am 18/06/18 neue Falle eingesetzt, so dass ab dann wieder 2 Fallen im Bach waren",,,,,
Kropsbach,down,1,18/06/18,y,"am 14/06/18 war keine Falle mehr da und konnte nich ersetzt werden, also hier keine Probe da; am 18/06/18 wurden 2 neue Fallen installiert",,,,,
Kropsbach,down,2,18/06/18,y,"am 14/06/18 war keine Falle mehr da und konnte nich ersetzt werden, also hier keine Probe da; am 18/06/18 wurden 2 neue Fallen installiert",,,,,
Triefenbach,up,1,18/06/18,y,,,,,,
Triefenbach,up,2,18/06/18,y,,,,,,
Triefenbach,down,1,18/06/18,y,,,,,,
Triefenbach,down,2,18/06/18,y,,,,,,
Modenbach,up,1,18/06/18,y,,,,,,
Modenbach,up,2,18/06/18,y,,,,,,
Modenbach,down,1,18/06/18,y,,,,,,
Modenbach,down,2,18/06/18,y,,,,,,
Hainbach,up,1,18/06/18,y,,,,,,
Hainbach,up,2,18/06/18,y,,,,,,
Hainbach,down,1,18/06/18,y,,,,,,
Hainbach,down,2,18/06/18,y,,,,,,
Russbach,up,1,21/06/18,y,,,,,,
Russbach,up,2,21/06/18,y,,,,,,
Russbach,down,1,21/06/18,y,,,,,,
Russbach,down,2,21/06/18,y,,,,,,
Otterbach,up,1,21/06/18,y,,,,,,
Otterbach,up,2,21/06/18,y,,,,,,
Otterbach,down,1,21/06/18,y,,,,,,
Otterbach,down,2,21/06/18,y,,,,,,
Dierbach,up,1,21/06/18,y,,,,,,
Dierbach,up,2,21/06/18,y,,,,,,
Dierbach,down,1,21/06/18,y,,,,,,
Dierbach,down,2,21/06/18,y,,,,,,
Klingbach,up,1,21/06/18,y,,,,,,
Klingbach,up,2,21/06/18,y,,,,,,
Klingbach,down,1,21/06/18,y,,,,,,
Klingbach,down,2,21/06/18,y,,,,,,
Kaiserbach,up,1,21/06/18,y,,,,,,
Kaiserbach,up,2,21/06/18,y,,,,,,
Kaiserbach,down,1,21/06/18,y,,,,,,
Kaiserbach,down,2,21/06/18,,Sample missing,,,,,
Isenach,up,1,21/06/18,y,,,,,,
Isenach,up,2,21/06/18,y,,,,,,
Isenach,down,1,21/06/18,y,,,,,,
Isenach,down,2,21/06/18,y,,,,,,
Kropsbach,up,1,21/06/18,y,,,,,,
Kropsbach,up,2,21/06/18,y,,,,,,
Kropsbach,down,1,21/06/18,y,Krops down 1.1 und 1,,,,,
Kropsbach,down,2,21/06/18,y,,,,,,
Triefenbach,up,1,21/06/18,y,,,,,,
Triefenbach,up,2,21/06/18,y,,,,,,
Triefenbach,down,1,21/06/18,y,keine Zahl hinter down,,,,,
Triefenbach,down,2,21/06/18,y,no emergence,,,,,
Modenbach,up,1,21/06/18,y,,,,,,
Modenbach,up,2,21/06/18,y,,,,,,
Modenbach,down,1,21/06/18,y,,,,,,
Modenbach,down,2,21/06/18,y,,,,,,
Hainbach,up,1,21/06/18,y,,,,,,
Hainbach,up,2,21/06/18,y,,,,,,
Hainbach,down,1,21/06/18,y,,,,,,
Hainbach,down,2,21/06/18,y,,,,,,
Russbach,up,1,25/06/18,y,,,,,,
Russbach,up,2,25/06/18,y,,,,,,
Russbach,down,1,25/06/18,y,,,,,,
Russbach,down,2,25/06/18,y,,,,,,
Otterbach,up,1,25/06/18,y,,,,,,
Otterbach,up,2,25/06/18,y,,,,,,
Otterbach,down,1,25/06/18,y,,,,,,
Otterbach,down,2,25/06/18,y,,,,,,
Dierbach,up,1,25/06/18,y,,,,,,
Dierbach,up,2,25/06/18,y,,,,,,
Dierbach,down,1,25/06/18,y,,,,,,
Dierbach,down,2,25/06/18,y,,,,,,
Klingbach,up,1,25/06/18,y,,,,,,
Klingbach,up,2,25/06/18,y,,,,,,
Klingbach,down,1,25/06/18,y,,,,,,
Kaiserbach,up,1,25/06/18,y,,,,,,
Kaiserbach,up,2,25/06/18,y,,,,,,
Kaiserbach,down,1,25/06/18,y,,,,,,
Kaiserbach,down,2,25/06/18,y,schwer leserlich wahrscheinlich 2,,,,,
Isenach,up,1,25/06/18,y,,,,,,
Isenach,up,2,25/06/18,y,,,,,,
Isenach,down,1,25/06/18,y,,,,,,
Isenach,down,2,25/06/18,y,,,,,,
Kropsbach,up,1,25/06/18,y,,,,,,
Kropsbach,up,2,25/06/18,y,,,,,,
Kropsbach,down,1,25/06/18,y,,,,,,
Kropsbach,down,2,25/06/18,y,2 und 2.1 bestimmt,,,,,
Triefenbach,up,1,25/06/18,y,,,,,,
Triefenbach,up,2,25/06/18,y,,,,,,
Triefenbach,down,1,25/06/18,y,,,,,,
Triefenbach,down,2,25/06/18,y,,,,,,
Modenbach,up,1,25/06/18,y,,,,,,
Modenbach,up,2,25/06/18,y,,,,,,
Modenbach,down,1,25/06/18,y,,,,,,
Modenbach,down,2,25/06/18,y,,,,,,
Hainbach,up,1,25/06/18,y,,,,,,
Hainbach,up,2,25/06/18,y,,,,,,
Hainbach,down,1,25/06/18,y,,,,,,
Hainbach,down,2,25/06/18,y,,,,,,
Russbach,up,1,28/06/18,y,,,,,,
Russbach,up,2,28/06/18,y,,,,,,
Russbach,down,1,28/06/18,y,,,,,,
Russbach,down,2,28/06/18,y,,,,,,
Otterbach,up,1,28/06/18,y,,,,,,
Otterbach,up,2,28/06/18,y,,,,,,
Otterbach,down,1,28/06/18,y,,,,,,
Otterbach,down,2,28/06/18,y,,,,,,
Dierbach,up,1,28/06/18,y,,,,,,
Dierbach,up,2,28/06/18,y,,,,,,
Dierbach,down,1,28/06/18,y,,,,,,
Dierbach,down,2,28/06/18,y,,,,,,
Klingbach,up,1,28/06/18,y,1 und 1.2 bestimmt,,,,,
Klingbach,up,2,28/06/18,y,,,,,,
Klingbach,down,1,28/06/18,y,,,,,,
Klingbach,down,2,28/06/18,y,,,,,,
Kaiserbach,up,1,28/06/18,y,,,,,,
Kaiserbach,up,2,28/06/18,y,,,,,,
Kaiserbach,down,1,28/06/18,y,,,,,,
Kaiserbach,down,2,28/06/18,y,,,,,,
Isenach,up,1,28/06/18,y,,,,,,
Isenach,up,2,28/06/18,y,,,,,,
Isenach,down,1,28/06/18,y,,,,,,
Isenach,down,2,28/06/18,y,,,,,,
Kropsbach,up,1,28/06/18,y,,,,,,
Kropsbach,up,2,28/06/18,y,,,,,,
Kropsbach,down,1,28/06/18,y,,,,,,
Kropsbach,down,2,28/06/18,y,,,,,,
Triefenbach,up,1,28/06/18,y,,,,,,
Triefenbach,up,2,28/06/18,y,,,,,,
Triefenbach,down,1,28/06/18,y,,,,,,
Triefenbach,down,2,28/06/18,y,,,,,,
Modenbach,up,1,28/06/18,y,,,,,,
Modenbach,up,2,28/06/18,y,,,,,,
Modenbach,down,1,28/06/18,y,,,,,,
Modenbach,down,2,28/06/18,y,,,,,,
Hainbach,up,1,28/06/18,y,2 Eppis als Hain up 1 28/06/18 up 1; ID 4240-4242 bleibt up 1; ID 4243-4244 in up 2 geändert in Tabelle,,,,,
Hainbach,up,2,28/06/18,y,,,,,,
Hainbach,down,1,28/06/18,y,,,,,,
Hainbach,down,2,28/06/18,y,,,,,,
Russbach,up,1,02/07/18,y,,,,,,
Russbach,up,2,02/07/18,y,,,,,,
Russbach,down,1,02/07/18,y,,,,,,
Russbach,down,2,02/07/18,y,,,,,,
Otterbach,up,1,02/07/18,y,,,,,,
Otterbach,up,2,02/07/18,y,,,,,,
Otterbach,down,1,02/07/18,y,,,,,,
Otterbach,down,2,02/07/18,y,,,,,,
Dierbach,up,1,02/07/18,y,,,,,,
Dierbach,up,2,02/07/18,y,,,,,,
Dierbach,down,1,02/07/18,y,,,,,,
Dierbach,down,2,02/07/18,y,,,,,,
Klingbach,up,1,02/07/18,y,,,,,,
Klingbach,up,2,02/07/18,y,,,,,,
Klingbach,down,1,02/07/18,y,,,,,,
Klingbach,down,2,02/07/18,y,,,,,,
Kaiserbach,up,1,02/07/18,y,,,,,,
Kaiserbach,up,2,02/07/18,,Sample missing,,,,,
Kaiserbach,down,1,02/07/18,y,,ID 5738 - 5743,,,,
Kaiserbach,down,2,02/07/18,y,,label kommt 2x vor (ID 5744-5747 und 4377-4378),,,,
Isenach,up,1,02/07/18,y,,,,,,
Isenach,up,2,02/07/18,y,,,,,,
Isenach,down,1,02/07/18,y,,label kommt 2x vor ID 4341-4344 bleibt down 1; ID 4368 - 4372 wird in Tabelle in down 2 geändert,,,,
Isenach,down,2,02/07/18,y,,labelles as down 1,,,,
Kropsbach,up,1,02/07/18,y,,,,,,
Kropsbach,up,2,02/07/18,y,,,,,,
Kropsbach,down,1,02/07/18,y,,,,,,
Kropsbach,down,2,02/07/18,y,,,,,,
Triefenbach,up,1,02/07/18,y,,,,,,
Triefenbach,up,2,02/07/18,y,,,,,,
Triefenbach,down,1,02/07/18,y,,,,,,
Triefenbach,down,2,02/07/18,y,,,,,,
Modenbach,up,1,02/07/18,y,,,,,,
Modenbach,up,2,02/07/18,y,,,,,,
Modenbach,down,1,02/07/18,y,,,,,,
Modenbach,down,2,02/07/18,y,,,,,,
Hainbach,up,1,02/07/18,y,,,,,,
Hainbach,up,2,02/07/18,y,,,,,,
Hainbach,down,1,02/07/18,y,,,,,,
Hainbach,down,2,02/07/18,y,probe riecht fischig,,,,,
Russbach,up,1,05/07/18,y,2 Proben mit diesem Label eine als up 2 in Tabelle (ID 5662-,,,,,
Russbach,up,2,05/07/18,y,eigentlich als up 1 gelabelt,,,,,
Russbach,down,1,05/07/18,y,,,,,,
Russbach,down,2,05/07/18,y,,,,,,
Otterbach,up,1,05/07/18,y,,,,,,
Otterbach,up,2,05/07/18,y,,,,,,
Otterbach,down,1,05/07/18,y,,,,,,
Otterbach,down,2,05/07/18,y,,,,,,
Dierbach,up,1,05/07/18,y,,,,,,
Dierbach,up,2,05/07/18,y,,,,,,
Dierbach,down,1,05/07/18,y,,,,,,
Dierbach,down,2,05/07/18,y,,,,,,
Klingbach,up,1,05/07/18,y,,,,,,
Klingbach,up,2,05/07/18,y,,,,,,
Klingbach,down,1,05/07/18,y,,,,,,
Klingbach,down,2,05/07/18,y,,,,,,
Kaiserbach,up,1,05/07/18,y,,,,,,
Kaiserbach,up,2,05/07/18,y,,,,,,
Kaiserbach,down,1,05/07/18,y,,,,,,
Kaiserbach,down,2,05/07/18,y,,,,,,
Isenach,up,1,05/07/18,y,,,,,,
Isenach,up,2,05/07/18,y,,,,,,
Isenach,down,1,05/07/18,y,,,,,,
Isenach,down,2,05/07/18,y,,,,,,
Kropsbach,up,1,05/07/18,y,,,,,,
Kropsbach,up,2,05/07/18,y,,,,,,
Kropsbach,down,1,05/07/18,y,,,,,,
Kropsbach,down,2,05/07/18,y,,,,,,
Triefenbach,up,1,05/07/18,y,,,,,,
Triefenbach,up,2,05/07/18,y,,,,,,
Triefenbach,down,1,05/07/18,y,,,,,,
Triefenbach,down,2,05/07/18,y,,,,,,
Modenbach,up,1,05/07/18,y,,,,,,
Modenbach,up,2,05/07/18,y,,,,,,
Modenbach,down,1,05/07/18,y,,,,,,
Modenbach,down,2,05/07/18,y,,,,,,
Hainbach,up,1,05/07/18,y,,,,,,
Hainbach,up,2,05/07/18,y,,,,,,
Hainbach,down,1,05/07/18,y,,,,,,
Hainbach,down,2,05/07/18,y,,,,,,
Russbach,up,1,09/07/18,y,,,,,,
Russbach,up,2,09/07/18,y,,,,,,
Russbach,down,1,09/07/18,y,,,,,,
Russbach,down,2,09/07/18,y,,,,,,
Otterbach,up,1,09/07/18,y,,,,,,
Otterbach,up,2,09/07/18,y,,,,,,
Otterbach,down,1,09/07/18,y,,,,,,
Otterbach,down,2,09/07/18,y,y ,"Zwei Proben mit dem Label, eine Probe ID 2214-2216, andere Probe ID 5507-5511",,,,
Dierbach,up,1,09/07/18,y,,,,,,
Dierbach,up,2,09/07/18,y,,,,,,
Dierbach,down,1,09/07/18,y,,,,,,
Dierbach,down,2,09/07/18,,Sample missing,,,,,
Klingbach,up,1,09/07/18,y,,,,,,
Klingbach,up,2,09/07/18,y,,,,,,
Klingbach,down,1,09/07/18,y,,,,,,
Klingbach,down,2,09/07/18,y,,,,,,
Kaiserbach,up,1,09/07/18,y,,,,,,
Kaiserbach,up,2,09/07/18,y,,,,,,
Kaiserbach,down,1,09/07/18,y,,,,,,
Kaiserbach,down,2,09/07/18,y,,,,,,
Isenach,up,1,09/07/18,y,auf Label: Isenach up 09/07/18,,,,,
Isenach,up,2,09/07/18,y,no emergence,,,,,
Isenach,down,1,09/07/18,y,,,,,,
Isenach,down,2,09/07/18,y,,,,,,
Kropsbach,up,1,09/07/18,y,"Falle weg, keine neue hin",,,,,
Kropsbach,up,2,09/07/18,y,"Falle weg, keine neue hin",,,,,
Kropsbach,down,1,09/07/18,y,,,,,,
Kropsbach,down,2,09/07/18,y,,,,,,
Triefenbach,up,1,09/07/18,y,2 eppis so gelabelt eines als up 2 in Tabelle eingetragen (ID 5728),,,,,
Triefenbach,up,2,09/07/18,y,,,,,,
Triefenbach,down,1,09/07/18,y,,,,,,
Triefenbach,down,2,09/07/18,y,,,,,,
Modenbach,up,1,09/07/18,y,,,,,,
Modenbach,up,2,09/07/18,y,,,,,,
Modenbach,down,1,09/07/18,y,,,,,,
Modenbach,down,2,09/07/18,y,,,,,,
Hainbach,up,1,09/07/18,y,,,,,,
Hainbach,up,2,09/07/18,y,,,,,,
Hainbach,down,1,09/07/18,y,,,,,,
Hainbach,down,2,09/07/18,y,,,,,,
Russbach,up,1,12/07/18,y,,,,,,
Russbach,up,2,12/07/18,y,,,,,,
Russbach,down,1,12/07/18,y,,,,,,
Russbach,down,2,12/07/18,y,,,,,,
Otterbach,up,1,12/07/18,y,,,,,,
Otterbach,up,2,12/07/18,y,,,,,,
Otterbach,down,1,12/07/18,y,,,,,,
Otterbach,down,2,12/07/18,y,,,,,,
Dierbach,up,1,12/07/18,y,,,,,,
Dierbach,up,2,12/07/18,y,,,,,,
Dierbach,down,1,12/07/18,y,,,,,,
Dierbach,down,2,12/07/18,y,,,,,,
Klingbach,up,1,12/07/18,y,,,,,,
Klingbach,up,2,12/07/18,y,,,,,,
Klingbach,down,1,12/07/18,y,,,,,,
Klingbach,down,2,12/07/18,y,,,,,,
Kaiserbach,up,1,12/07/18,y,,,,,,
Kaiserbach,up,2,12/07/18,y,,,,,,
Kaiserbach,down,1,12/07/18,y,,,,,,
Kaiserbach,down,2,12/07/18,y,,,,,,
Isenach,up,1,12/07/18,y,,,,,,
Isenach,up,2,12/07/18,y,no emergence,,,,,
Isenach,down,1,12/07/18,y,,,,,,
Isenach,down,2,12/07/18,y,,,,,,
Kropsbach,up,1,12/07/18,y,"keine Proben, weil am 09/07/18 keine neuen Fallen installiert wurden",,,,,
Kropsbach,up,2,12/07/18,y,"keine Proben, weil am 09/07/18 keine neuen Fallen installiert wurden",,,,,
Kropsbach,down,1,12/07/18,y,labelled as Hain down,,,,,
Kropsbach,down,2,12/07/18,y,labelled as Hain down,,,,,
Triefenbach,up,1,12/07/18,y,,,,,,
Triefenbach,up,2,12/07/18,y,,,,,,
Triefenbach,down,1,12/07/18,y,,,,,,
Triefenbach,down,2,12/07/18,y,,,,,,
Modenbach,up,1,12/07/18,y,,,,,,
Modenbach,up,2,12/07/18,y,,,,,,
Modenbach,down,1,12/07/18,y,labelled as Krobs down,,,,,
Modenbach,down,2,12/07/18,y,labelled as Krobs down,,,,,
Hainbach,up,1,12/07/18,y,,,,,,
Hainbach,up,2,12/07/18,y,,,,,,
Hainbach,down,1,12/07/18,y,labelled as Moden down,,,,,
Hainbach,down,2,12/07/18,y,labelled as Moden down,,,,,
Russbach,up,1,16/07/18,y,,,,,,
Russbach,up,2,16/07/18,y,,,,,,
Russbach,down,1,16/07/18,y,,,,,,
Russbach,down,2,16/07/18,y,,,,,,
Otterbach,up,1,16/07/18,y,,,,,,
Otterbach,up,2,16/07/18,y,,,,,,
Dierbach,up,1,16/07/18,y,,,,,,
Dierbach,up,2,16/07/18,y,,,,,,
Dierbach,down,1,16/07/18,y,,,,,,
Dierbach,down,2,16/07/18,y,,,,,,
Klingbach,up,1,16/07/18,y,labelled as Kling up T2?,,,,,
Klingbach,down,1,16/07/18,y,,,,,,
Klingbach,down,2,16/07/18,y,,,,,,
Kaiserbach,up,1,17/07/18,y,,,,,,
Kaiserbach,up,2,17/07/18,y,,,,,,
Kaiserbach,down,1,16/07/18,y,,,,,,
Kaiserbach,down,2,16/07/18,y,,,,,,
Isenach,up,1,17/07/18,y,,,,,,
Isenach,up,2,17/07/18,y,,,,,,
Isenach,down,1,17/07/18,y,,,,,,
Isenach,down,2,17/07/18,y,Eppi geplatzt,,,,,
Kropsbach,up,1,17/07/18,y,keine Zahl hinter up,,,,,
Kropsbach,up,2,17/07/18,y,"keine Proben, weil am 12/07/18 keine neuen Fallen installiert wurden, am 17/07/18 Fallen neu installiert",,,,,
Kropsbach,down,1,17/07/18,y,,,,,,
Kropsbach,down,2,17/07/18,y,,,,,,
Triefenbach,up,1,17/07/18,y,,,,,,
Triefenbach,up,2,17/07/18,y,,,,,,
Triefenbach,down,1,17/07/18,y,,,,,,
Triefenbach,down,2,17/07/18,y,,,,,,
Modenbach,up,1,16/07/18,y,,,,,,
Modenbach,up,2,16/07/18,y,,,,,,
Modenbach,down,1,17/07/18,y,,,,,,
Modenbach,down,2,17/07/18,y,,,,,,
Hainbach,up,1,16/07/18,y,,,,,,
Hainbach,up,2,16/07/18,y,,,,,,
Hainbach,down,1,16/07/18,y,,,,,,
Hainbach,down,2,16/07/18,y,,,,,,
Russbach,up,1,19/07/18,y,,,,,,
Russbach,up,2,19/07/18,y,,,,,,
Russbach,down,1,19/07/18,y,,,,,,
Russbach,down,2,19/07/18,y,,,,,,
Otterbach,up,1,19/07/18,y,,,,,,
Otterbach,up,2,19/07/18,y,,,,,,
Otterbach,down,1,18/07/18,y,,,,,,
Otterbach,down,2,18/07/18,y,,,,,,
Dierbach,up,1,19/07/18,y,,,,,,
Dierbach,up,2,19/07/18,y,,,,,,
Dierbach,down,1,18/07/18,y,,,,,,
Dierbach,down,2,18/07/18,y,,,,,,
Klingbach,up,1,18/07/18,y,,,,,,
Klingbach,up,2,18/07/18,y,,,,,,
Klingbach,down,1,19/07/18,y,,,,,,
Klingbach,down,2,19/07/18,y,,,,,,
Kaiserbach,up,1,19/07/18,y,,,,,,
Kaiserbach,up,2,19/07/18,y,,,,,,
Kaiserbach,down,1,19/07/18,y,,,,,,
Kaiserbach,down,2,19/07/18,y,,,,,,
Isenach,up,1,19/07/18,y,,,,,,
Isenach,up,2,19/07/18,y,,,,,,
Isenach,down,1,19/07/18,y,,,,,,
Isenach,down,2,19/07/18,y,,,,,,
Kropsbach,up,1,19/07/18,y,,,,,,
Kropsbach,up,2,19/07/18,y,,,,,,
Kropsbach,down,1,19/07/18,y,,,,,,
Kropsbach,down,2,19/07/18,y,,,,,,
Triefenbach,up,1,18/07/18,y,,,,,,
Triefenbach,up,2,18/07/18,y,,,,,,
Triefenbach,down,1,18/07/18,y,,,,,,
Triefenbach,down,2,18/07/18,y,,,,,,
Modenbach,up,1,18/07/18,y,,,,,,
Modenbach,up,2,18/07/18,y,,,,,,
Modenbach,down,1,18/07/18,y,no emergence,,,,,
Modenbach,down,2,18/07/18,y,no emergence,,,,,
Hainbach,up,1,18/07/18,y,,,,,,
Hainbach,up,2,18/07/18,y,,,,,,
Hainbach,down,1,18/07/18,y,,,,,,
Hainbach,down,2,18/07/18,y,,,,,,
Russbach,up,1,23/07/18,y,,,,,,
Russbach,up,2,23/07/18,y,,,,,,
Russbach,down,1,23/07/18,y,,,,,,
Russbach,down,2,23/07/18,y,,,,,,
Otterbach,up,1,23/07/18,y,,,,,,
Otterbach,up,2,23/07/18,y,,,,,,
Otterbach,down,1,23/07/18,y,,,,,,
Otterbach,down,2,23/07/18,y,,,,,,
Dierbach,up,1,23/07/18,y,,,,,,
Dierbach,up,2,23/07/18,y,,,,,,
Dierbach,down,1,23/07/18,y,auf label down 2,,,,,
Dierbach,down,2,23/07/18,y,,,,,,
Klingbach,up,1,23/07/18,y,,,,,,
Klingbach,up,2,23/07/18,y,,,,,,
Klingbach,down,1,23/07/18,y,,,,,,
Klingbach,down,2,23/07/18,y,,,,,,
Kaiserbach,up,1,23/07/18,y,,,,,,
Kaiserbach,up,2,23/07/18,y,,,,,,
Kaiserbach,down,1,23/07/18,y,,,,,,
Kaiserbach,down,2,23/07/18,y,,,,,,
Isenach,up,1,23/07/18,y,no emergence,,,,,
Isenach,up,2,23/07/18,y,,,,,,
Isenach,down,1,23/07/18,y,,,,,,
Isenach,down,2,23/07/18,y,,,,,,
Kropsbach,up,1,23/07/18,y,,,,,,
Kropsbach,up,2,23/07/18,y,,,,,,
Triefenbach,up,1,23/07/18,y,,,,,,
Triefenbach,up,2,23/07/18,y,,,,,,
Triefenbach,down,1,23/07/18,y,,,,,,
Triefenbach,down,2,23/07/18,y,,,,,,
Modenbach,up,1,23/07/18,y,,,,,,
Modenbach,up,2,23/07/18,y,,,,,,
Modenbach,down,1,23/07/18,y,,,,,,
Hainbach,up,1,23/07/18,y,,,,,,
Hainbach,up,2,23/07/18,y,,,,,,
Hainbach,down,1,23/07/18,y,,,,,,
Russbach,up,1,26/07/18,y,,,,,,
Russbach,up,2,26/07/18,y,,,,,,
Russbach,down,1,26/07/18,y,Zwei Proben mit diesem Label ID 1566- 1567 bleibt down 1 und ID 1699 - 1702 wird in down 2 geändert,,,,,
Russbach,down,2,26/07/18,y,,,,,,
Otterbach,up,1,26/07/18,y,,,,,,
Otterbach,up,2,26/07/18,y,,,,,,
Otterbach,down,1,26/07/18,y,,,,,,
Otterbach,down,2,26/07/18,y,Monat fehlt im Label,,,,,
Dierbach,up,1,26/07/18,y,,,,,,
Dierbach,up,2,26/07/18,y,,,,,,
Dierbach,down,1,26/07/18,y,,,,,,
Dierbach,down,2,26/07/18,y,,,,,,
Klingbach,up,1,26/07/18,y,Zwei Proben mit diesem Label ID 1497 - 1498 bleibt down 1 und ID 1522 - 1524 wird in down 2 geändert,,,,,
Klingbach,up,2,26/07/18,y,,,,,,
Klingbach,down,1,26/07/18,y,,,,,,
Klingbach,down,2,26/07/18,y,,,,,,
Kaiserbach,up,1,26/07/18,y,,,,,,
Kaiserbach,up,2,26/07/18,y,,,,,,
Kaiserbach,down,1,26/07/18,y,,,,,,
Kaiserbach,down,2,26/07/18,y,könnte auch down 1 sein,,,,,
Isenach,up,1,26/07/18,y,no emergence,,,,,
Isenach,up,2,26/07/18,y,könnte auch 26.02.18 sein,,,,,
Isenach,down,1,26/07/18,y,,,,,,
Isenach,down,2,26/07/18,y,,,,,,
Kropsbach,up,1,26/07/18,y,,,,,,
Kropsbach,up,2,26/07/18,y,,,,,,
Kropsbach,down,1,26/07/18,y,,,,,,
Kropsbach,down,2,26/07/18,y,,,,,,
Triefenbach,up,1,26/07/18,y,,,,,,
Triefenbach,up,2,26/07/18,y,,,,,,
Triefenbach,down,1,26/07/18,y,,,,,,
Triefenbach,down,2,26/07/18,y,,,,,,
Modenbach,up,1,26/07/18,y,,,,,,
Modenbach,up,2,26/07/18,y,,,,,,
Modenbach,down,1,26/07/18,y,,,,,,
Modenbach,down,2,26/07/18,y,,,,,,
Hainbach,up,1,26/07/18,y,,,,,,
Hainbach,up,2,26/07/18,y,,,,,,
Hainbach,down,1,26/07/18,y,,,,,,
Hainbach,down,2,26/07/18,y,,,,,,
Russbach,up,1,30/07/18,y,,,,,,
Russbach,up,2,30/07/18,y,,,,,,
Russbach,down,1,30/07/18,y,,,,,,
Russbach,down,2,30/07/18,y,,,,,,
Otterbach,up,1,30/07/18,y,,,,,,
Otterbach,up,2,30/07/18,y,,,,,,
Otterbach,down,1,30/07/18,y,,,,,,
Otterbach,down,2,30/07/18,y,,,,,,
Dierbach,up,1,30/07/18,y,,,,,,
Dierbach,up,2,30/07/18,y,,,,,,
Dierbach,down,1,30/07/18,y,,,,,,
Dierbach,down,2,30/07/18,y,,,,,,
Klingbach,up,1,30/07/18,y,,,,,,
Klingbach,up,2,30/07/18,y,,,,,,
Klingbach,down,1,30/07/18,y,,,,,,
Klingbach,down,2,30/07/18,y,,,,,,
Kaiserbach,up,1,30/07/18,y,,,,,,
Kaiserbach,up,2,30/07/18,y,,,,,,
Kaiserbach,down,1,30/07/18,y,,,,,,
Kaiserbach,down,2,30/07/18,y,,,,,,
Isenach,up,1,31/07/18,y,,,,,,
Isenach,up,2,31/07/18,y,,,,,,
Isenach,down,1,31/07/18,y,,,,,,
Isenach,down,2,31/07/18,y,,,,,,
Kropsbach,up,1,30/07/18,y,,,,,,
Kropsbach,up,2,30/07/18,y,,,,,,
Kropsbach,down,1,30/07/18,y,,,,,,
