"Site","stream","position","season","biomass_site_mean","number_site_mean","biomass_Diptera","number_Diptera","biomass_Ephemeroptera","number_Ephemeroptera","biomass_Trichoptera","number_Trichoptera","biomass_Plecoptera","number_Plecoptera","biomass_site_sd","number_site_sd","sd_biomass_Diptera","sd_number_Diptera","sd_biomass_Ephemeroptera","sd_number_Ephemeroptera","sd_biomass_Trichoptera","sd_number_Trichoptera","sd_biomass_Plecoptera","sd_number_Plecoptera","number_EPT","number_fam","number_dip","max_sumTU_ms_pyr","NO3","PO4","water_temp","pools","conductivity","shading","o2_perc"
"Dierbach_forest","Dierbach","forest","autumn",2.92480571428571,13.9928571428571,1.50513928571429,13.4880952380952,0.0338369047619048,0.202380952380952,0.934011904761905,0.0833333333333333,0.451817619047619,0.219047619047619,4.01511393031523,9.244005318732,1.81321637793253,9.22014351532929,0.744468135135953,0.141392713282858,3.83637118429921,0.309320242379446,1.29187309754049,0.511869692412612,3,10,10,-7,2.35,0.5,11.525,20,106.5,80,95.45
"Dierbach_forest","Dierbach","forest","spring",4.99103895833333,17.89375,3.418786875,16.0916666666667,0.29926875,0.1875,0,0,1.27298333333333,1.61458333333333,8.8948564433966,23.0638500323648,8.09023267286491,22.3862332887919,0.447514041348762,0.800802825884962,0,0,2.32452331505241,3.19734362751354,4,10,10,-5.91095130675757,2.15,0.2,10.8,20,134.333333333333,85,92.8666666666667
"Dierbach_forest","Dierbach","forest","summer",2.35771621621622,15.3423423423423,1.61757405405405,15.0108108108108,0.0266342342342342,0.0900900900900901,0.356852252252252,0.0630630630630631,0.356655675675676,0.178378378378378,2.85602067709279,14.1539085223762,2.39168219877821,14.2127617277313,0.310799930174697,0.0960292674928598,1.65255922880989,0.270320315686914,1.11005176346906,0.502844760192301,5,14,11,-7,3.16666666666667,0.566666666666667,13.9,20,120.25,85,95.9
"Dierbach_vine","Dierbach","vine","autumn",0.706391666666667,4.62666666666667,0.558271666666667,4.58666666666667,0,0,0.14812,0.04,0,0,0.99673181755227,3.3807435425635,0.853680480870506,3.43273542741352,0,0,0.662412777654538,0.178885438199983,0,0,1,8,8,-0.576219619366655,1.65,0.525,14.85,40,226.25,50,92.55
"Dierbach_vine","Dierbach","vine","spring",2.19610266666667,28.0088888888889,2.16885933333333,27.9422222222222,0.01428,0.0333333333333333,0,0,0.0129633333333333,0.0333333333333333,1.98132882443106,30.272568837319,1.99136199931986,30.2736522058365,0.182574185835055,0.0782147812117377,0,0,0.071003100871253,0.182574185835055,2,8,8,-3.36552968114965,2.35,0.3,13.2333333333333,30,279.333333333333,50,91.2666666666667
"Dierbach_vine","Dierbach","vine","summer",0.850430925925926,11.0555555555556,0.800752222222222,10.9537037037037,0.0294342592592593,0.0648148148148148,0.0202444444444444,0.037037037037037,0,0,0.995819958963263,9.36113546226403,0.944426402226694,9.27995374159851,0.27394176700671,0.142681385864219,0.121466666666667,0.222222222222222,0,0,2,8,9,-2.86872853461079,1.83333333333333,0.833333333333333,16.55,40,205.5,60,90.7
"Hainbach_forest","Hainbach","forest","autumn",2.22508259259259,9.91851851851852,1.9419937037037,9.86296296296296,0,0,0.283088888888889,0.0555555555555556,0,0,4.98618182583301,16.4979468804721,4.95819447106892,16.5313957154017,0,0,1.20104443807139,0.235702260395516,0,0,1,5,5,-0.558865798935674,0.675,0.525,12.2333333333333,60,120.333333333333,40,97.75
"Hainbach_forest","Hainbach","forest","spring",2.38566261904762,8.05952380952381,1.29657523809524,7.5547619047619,0.947009523809524,0.404761904761905,0,0,0.142077857142857,0.1,4.1180460931704,11.4843008144572,2.19629522117832,10.552132834106,1.13441177033203,2.9204602078132,0,0,0.460198433797109,0.295647437681113,2,5,5,-3.35722093948881,0.9,0.4,10.6,30,124.333333333333,40,97.8666666666667
"Hainbach_forest","Hainbach","forest","summer",0.821694,5.03555555555556,0.177540444444444,4.44222222222222,0.386838888888889,0.4,0.257314666666667,0.193333333333333,0,0,2.07079978656431,4.30694826072498,0.32093408436958,4.30273844311201,0.789781481975888,1.15386049091595,0.999824203567577,0.54198443375874,0,0,4,7,6,-3.43109626370988,1.13333333333333,0.733333333333333,14.3,20,120.5,30,100.033333333333
"Hainbach_vine","Hainbach","vine","autumn",3.80850333333333,21.5481481481481,2.48744888888889,21.0037037037037,0.394026666666667,0.377777777777778,0.927027777777778,0.166666666666667,0,0,6.62642387845299,22.2686104065973,3.19357113807082,21.9335952332206,0.802935789682426,0.810140483155273,3.87417663537999,0.514495755427527,0,0,3,8,6,-0.518552785731867,1.1,0.75,16.025,20,192,95,84.8333333333333
"Hainbach_vine","Hainbach","vine","spring",16.2383249382716,101.666666666667,9.14596148148148,97.8444444444444,6.77731530864198,3.78518518518519,0.315048148148148,0.037037037037037,0,0,19.1873829572526,111.0966099939,10.0373488578554,109.481149296498,6.75959168678699,14.8633683349966,1.63703819826924,0.192450089729875,0,0,2,8,7,-2.8680789221442,1.45,0.45,12.6333333333333,60,196.333333333333,30,92.4666666666667
"Hainbach_vine","Hainbach","vine","summer",8.14487352380952,22.3028571428571,1.45214933333333,20.6780952380952,0.532387809523809,0.744761904761905,6.16033638095238,0.88,0,0,11.000239592836,27.1687697627288,2.64817446084119,26.2033899204663,1.1978723746531,0.993208890684434,10.483857488109,1.47509166658774,0,0,4,8,6,0.55714605946791,1.63333333333333,1.33333333333333,17.15,60,178.75,75,63.8666666666667
"Isenach_forest","Isenach","forest","autumn",0.236031666666667,3.2,0.194323666666667,2.98,0.016792,0.04,0,0,0.024916,0.18,0.415851230713539,3.6937120586112,0.402974779130267,3.40540334319219,0.178885438199983,0.0750961069563529,0,0,0.0784164514425519,0.557815287292166,3,7,4,-7,0.5,0.275,12.125,30,171,90,94.9
"Isenach_forest","Isenach","forest","spring",3.40525125,7.23125,0.920827916666667,6.275,1.47326979166667,0.447916666666667,0.145395833333333,0.0416666666666667,0.865757708333333,0.466666666666667,4.98352231187473,7.61897243986527,1.68790072356692,7.07866196375647,0.731323614681408,2.95994530254799,0.822483037650153,0.235702260395516,2.75668947492254,0.932872390017706,5,8,5,-2.75807740175678,0.85,1.8,10.3333333333333,30,186,85,98.65
"Isenach_forest","Isenach","forest","summer",2.8730806504065,6.88130081300813,0.644626991869919,6.14146341463415,1.38839577235772,0.354471544715447,0.741661788617886,0.268292682926829,0.0983960975609756,0.117073170731707,6.52054556222148,6.47824585645634,0.982315070626472,6.42832611912051,1.05434961778869,5.79592690133219,2.88178892250361,1.0360703327561,0.386845543110413,0.449389830227827,6,12,6,-7,1.43333333333333,0.6,14.6,10,176,95,96.375
"Isenach_vine","Isenach","vine","autumn",11.7154644444444,74.3086419753086,9.37651358024691,72.2123456790123,0.0491496296296296,0.0592592592592593,2.2898012345679,2.03703703703704,0,0,13.5979584522185,81.4547520519553,12.1100831957131,80.5511867564713,0.21350420507345,0.177648847264689,2.62886012140587,2.2229827758335,0,0,5,11,7,-0.545690286224629,1.375,1.3,13.4,100,882.75,50,64.6666666666667
"Isenach_vine","Isenach","vine","spring",12.1621567741935,93.8494623655914,10.1321015053763,93.0451612903226,1.19477268817204,0.606451612903226,0.835282580645161,0.197849462365591,0,0,7.92355231466943,69.600751310849,7.69920170879663,69.4473301880706,1.36781575960005,2.82211880289043,2.80917964668991,0.466820251224607,0,0,3,7,6,-0.988866974013673,1.65,1.05,12.5666666666667,70,893.333333333333,40,108.505
"Isenach_vine","Isenach","vine","summer",8.10489904761905,81.6047619047619,7.05240079365079,80.852380952381,0.151990793650794,0.177777777777778,0.90050746031746,0.574603174603175,0,0,6.57218162545115,57.2753864715934,5.85770258074203,57.1657800034854,0.465076656365697,0.467702285744846,2.09830784204497,1.26267684690845,0,0,4,11,6,-1.02718906497781,5.2,0.5,16.2,100,658.25,50,75.1
"Kaiserbach_forest","Kaiserbach","forest","autumn",0.748827272727273,13.0212121212121,0.604398484848485,12.6727272727273,0.144428787878788,0.348484848484848,0,0,0,0,0.776226516434827,22.8687942585907,0.791335006106553,22.9549170220285,0.612715982671315,0.271035283494585,0,0,0,0,1,7,7,-7,5.075,0.825,12.55,80,320.75,70,97
"Kaiserbach_forest","Kaiserbach","forest","spring",3.61839786666667,4.16266666666667,0.638140533333333,2.36266666666667,2.93638933333333,1.76,0,0,0.043868,0.04,7.16610422889662,4.4410158997939,0.699483240592707,1.74516050413284,3.74724590223965,6.78533138645089,0,0,0.21934,0.2,2,6,6,-2.26340117219621,4.85,0.35,11.2,20,289,60,98.7333333333333
"Kaiserbach_forest","Kaiserbach","forest","summer",1.70580080808081,6.34141414141414,0.588235353535354,5.21414141414141,0.752593737373737,0.915151515151515,0.319323232323232,0.151515151515152,0.0456484848484848,0.0606060606060606,2.71088965725827,12.5716696227819,1.14912584658282,12.5132125457649,1.59515522818947,2.19418376267041,1.43363801278438,0.534184926175885,0.262230580931663,0.348155311911396,5,11,7,-7,4.06666666666667,0.9,13.625,80,298.25,75,126.775
"Kaiserbach_vine","Kaiserbach","vine","autumn",1.658089,10.9166666666667,0.222978333333333,10.2033333333333,0,0,1.43511066666667,0.713333333333333,0,0,2.76093299488371,11.4715794249495,0.321710224418376,11.6150029013195,0,0,2.78644803475461,1.22814937088002,0,0,3,7,4,-0.541832922743675,2.6,0.775,14.625,70,1899,80,88.7
"Kaiserbach_vine","Kaiserbach","vine","spring",5.46410896551724,23.0229885057471,3.09612965517241,21.7241379310345,1.68789885057471,1.17241379310345,0.680080459770115,0.126436781609195,0,0,6.7421323929944,20.1159675647811,4.17671608160012,19.500978600906,2.10935311240646,3.70427299842543,2.65568636256447,0.52261395129757,0,0,3,6,4,-1.58632156569333,3.9,0.35,11.8666666666667,60,896.666666666667,30,97.5
"Kaiserbach_vine","Kaiserbach","vine","summer",11.1828552380952,11.6438095238095,0.351575238095238,7.67619047619048,1.44857733333333,2.07238095238095,9.38270266666667,1.8952380952381,0,0,11.1094963305289,13.2097601355387,0.478877072682921,12.3018904212527,4.09544211595241,3.80751357063853,10.8375726858122,1.65638283869098,0,0,7,11,6,-1.27291780769284,1.7,1.5,17.45,80,1192.75,80,90.175
"Klingbach_forest","Klingbach","forest","autumn",2.14915974358974,11.5846153846154,0.585248717948718,9.96666666666667,0.645930256410256,1.45128205128205,0.917980769230769,0.166666666666667,0,0,3.01333489746595,7.45206447618812,0.676685321318608,7.20198120889893,1.91018860660944,0.841803099689086,2.89624921773237,0.492160768674447,0,0,4,9,6,-7,1.5125,0.4,13.625,30,381,80,91.2
"Klingbach_forest","Klingbach","forest","spring",13.4234189583333,57.8958333333333,11.1822772916667,56.6875,2.22230416666667,1.17708333333333,0.0188375,0.03125,0,0,9.51953124073574,64.7730461608884,9.84692436241224,64.9890190614254,1.69541734217794,3.13779847498016,0.106560991924813,0.176776695296637,0,0,2,4,5,-6.22698574603939,2,0.45,11.1666666666667,10,361.333333333333,70,65.5666666666667
"Klingbach_forest","Klingbach","forest","summer",16.1361942528736,9.22528735632184,0.86290183908046,5.84597701149425,1.56009126436782,1.51494252873563,13.7132011494253,1.86436781609195,0,0,16.6679391910079,8.38112796502145,2.35948135330755,7.32178969032121,2.36004415829848,3.8343061488317,16.5596108545936,2.12934767256858,0,0,4,7,4,-7,2.26666666666667,0.666666666666667,16.55,10,348,80,94.7
"Klingbach_vine","Klingbach","vine","autumn",3.93998361111111,16.6611111111111,0.753686944444445,15.425,0.432698333333333,0.636111111111111,2.75359833333333,0.6,0,0,5.79333645574505,18.150630248614,0.694418862453577,17.6050477225712,1.14444327189096,0.993320903274529,5.48901784401297,0.975645457105712,0,0,3,7,4,-0.558605957091125,2.025,0.575,14.675,30,425.75,60,91.15
"Klingbach_vine","Klingbach","vine","spring",5.25067833333333,12.747619047619,0.967695952380952,9.70714285714286,3.72570976190476,2.95714285714286,0.557272619047619,0.0833333333333333,0,0,7.3459338878012,35.7144936384306,2.44168624758497,35.9909103261128,4.34428679398395,5.31473067575897,2.35372655606915,0.309320242379446,0,0,2,8,9,-0.511012100742246,5.3,0.35,11.7333333333333,30,433.666666666667,30,97.3666666666667
"Klingbach_vine","Klingbach","vine","summer",6.41022457142857,17.1619047619048,1.08186304761905,14.8266666666667,0.762617904761905,1.7847619047619,4.56574361904762,0.55047619047619,0,0,12.4418426982752,18.5668077279415,2.86860675397299,17.3685103082215,2.40462983246607,1.08467819548903,11.9210190139522,1.20264880395661,0,0,3,8,6,-0.935495656138029,2.13333333333333,1.03333333333333,17.625,60,428.25,70,90.05
"Kropsbach_forest","Kropsbach","forest","autumn",2.10770071428571,43.3238095238095,1.65754357142857,43.2666666666667,0,0,0.450157142857143,0.0571428571428571,0,0,2.62423995177994,47.5863095928881,2.01483217717123,47.6168037566572,0,0,1.78502994849626,0.209812211325185,0,0,1,7,8,-7,0.5,0.4,12.825,30,189.75,70,96.7333333333333
"Kropsbach_forest","Kropsbach","forest","spring",5.65699711111111,22.8466666666667,1.93370044444444,21.2511111111111,0.142133333333333,0.133333333333333,0.129966666666667,0.0333333333333333,3.45119666666667,1.42888888888889,6.01499916747275,24.8979843465505,2.10685806192107,24.9366503622662,0.406838102172486,0.445948654673791,0.711856750570881,0.182574185835055,4.9440357482321,2.11534682958867,5,10,7,-6.2689404792661,0.75,0.95,10.9333333333333,20,199.666666666667,70,99.5666666666667
"Kropsbach_forest","Kropsbach","forest","summer",9.81899564102564,32.0282051282051,3.36148076923077,30.1179487179487,0.107907692307692,0.0769230769230769,4.27208717948718,0.812820512820513,2.07752,1.02051282051282,9.97467339227273,35.58074472059,5.50301315839155,35.3222991962984,0.392232270276368,0.550223428743689,7.92725392214915,1.48497892010708,4.90242220862137,2.20744350722886,6,14,11,-7,1.06666666666667,0.7,14.975,40,170.75,50,98.6
"Kropsbach_vine","Kropsbach","vine","autumn",16.0888814285714,66.7761904761905,5.25374785714286,63.0809523809524,0.398926904761905,0.526190476190476,10.4362066666667,3.16904761904762,0,0,15.777669139822,66.9691611707433,4.47889173738805,65.3878592250794,0.743994177974983,0.576566449567627,13.3249637676637,2.76137272136349,0,0,4,8,6,-0.567701870877257,1.025,0.575,15.225,10,449.5,55,96.7
"Kropsbach_vine","Kropsbach","vine","spring",21.7473892063492,82.7396825396825,9.9670653968254,79.6444444444444,2.76328412698413,1.34920634920635,9.01703968253968,1.74603174603175,0,0,19.448334064925,61.0604687712177,7.59198651582622,58.3129615221306,2.49104215245166,5.02958434220981,16.7048190294817,2.88464278917928,0,0,3,7,6,-0.364756369924837,1.8,0.85,14.7666666666667,30,423.333333333333,5,103.9
"Kropsbach_vine","Kropsbach","vine","summer",23.4838613333333,67.7844444444444,2.82888622222222,62.5266666666667,0.586809777777778,0.708888888888889,20.0681653333333,4.54888888888889,0,0,21.6102628928995,80.7706932233489,2.45481420169422,78.0045727120191,1.0913078144361,0.973800663279202,19.9622043877561,4.03314555783409,0,0,5,11,7,-0.80570745214986,1.33333333333333,1,18.175,10,364.75,50,101.925
"Modenbach_forest","Modenbach","forest","autumn",13.3849542857143,36.4142857142857,1.40627785714286,34.4190476190476,0.104641428571429,0.221428571428571,11.874035,1.77380952380952,0,0,18.9730263055914,29.9600961342959,1.2910664592611,29.4833808646079,0.525890527164016,0.321921428551823,19.2705320934462,2.81227990843065,0,0,5,10,5,-7,1.18,1.1,13.64,20,206.6,80,97.4
"Modenbach_forest","Modenbach","forest","spring",10.2848195959596,14.3616161616162,0.792930909090909,8.52525252525253,4.95773858585859,2.10707070707071,1.06777919191919,0.256565656565657,3.46637090909091,3.47272727272727,9.98755477810982,9.72713887223425,1.00450804473414,8.16166100972776,2.95098568249941,7.36955714926272,2.25180461637855,0.531016115083257,4.54651449931117,5.36084994391861,7,11,6,-6.26377463862536,2.4,1.1,12.4333333333333,10,140.2,50,98.9666666666667
"Modenbach_forest","Modenbach","forest","summer",17.6952935042735,15.7897435897436,0.459305982905983,9.68205128205128,0.614391623931624,0.786324786324786,16.5030953846154,5.22393162393162,0.118500512820513,0.0974358974358974,21.9400711883843,14.8582663582361,0.546105107737143,11.2119032563111,1.30111778190184,1.40500775687415,21.7337251629551,8.14654502420867,0.476898269974838,0.372394230470867,7,12,6,-7,1.23333333333333,0.833333333333333,14.925,10,253,70,101.875
"Modenbach_vine","Modenbach","vine","autumn",6.49862256410256,5.83333333333333,0.39415,4.31282051282051,0.273523846153846,0.402564102564103,5.83094871794872,1.11794871794872,0,0,11.9968909053398,3.95810280030443,0.479325808049412,3.78266310566249,0.990708975181044,0.710906076992323,12.0113089014637,2.29622358124002,0,0,2,5,4,-0.561511460691862,2.75,0.6,15.025,20,407.5,75,91.9666666666667
"Modenbach_vine","Modenbach","vine","spring",9.17478717948718,18.9076923076923,1.76823153846154,15.6461538461538,3.64245256410256,2.61538461538462,3.59664666666667,0.533333333333333,0.16745641025641,0.112820512820513,11.3048157624633,19.4627034954147,2.30565768978142,19.8717646186701,3.02970817471446,4.47455926122402,11.4017252476215,1.18704113941627,0.650598764678899,0.400341734363911,5,9,6,-0.777843497222737,2.35,0.55,12.7666666666667,15,363.666666666667,85,97.9
"Modenbach_vine","Modenbach","vine","summer",12.576682745098,10.9470588235294,0.643694901960784,8.74901960784314,0.335786666666667,0.462745098039216,11.5972011764706,1.73529411764706,0,0,17.7093214857041,13.1125537238716,1.23060270737095,12.7694296013189,0.988682240553905,0.742096351760989,17.6548526552074,2.35665032463967,0,0,6,9,4,-1.70972869242155,2.83333333333333,1,16.6,40,373.25,90,97.055
"Otterbach_forest","Otterbach","forest","autumn",0.661212666666667,10.5466666666667,0.450677666666667,10.3466666666667,0.13794,0.1,0.072595,0.1,0,0,0.780906851672468,10.6412108531432,0.35221484661599,10.6747250262461,0.307793505625546,0.565624343814682,0.243008309312124,0.307793505625546,0,0,4,10,6,-0.568502648367469,1.275,0.425,12.425,20,179,60,98.55
"Otterbach_forest","Otterbach","forest","spring",1.4643335483871,6.8494623655914,0.608806666666667,5.59139784946237,0.792511827956989,1.18279569892473,0,0,0.0630150537634409,0.0752688172043011,1.408083530027,5.33333243727591,0.526228731022997,5.17033538379128,1.84358489277542,1.22062574995288,0,0,0.281928105734188,0.294513753930916,3,9,7,-6.26968349823588,1.4,0.25,11.3333333333333,20,174.333333333333,80,98.2666666666667
"Otterbach_forest","Otterbach","forest","summer",1.24537317460317,7.12380952380952,0.400578888888889,5.05396825396825,0.74841619047619,2.0031746031746,0.0963780952380952,0.0666666666666667,0,0,1.48246309555239,6.21953512023892,0.416226153445147,5.41134486477993,3.29726674624156,1.36466698931063,0.408649299887718,0.244616839923141,0,0,4,10,8,-3.59052640218123,1.53333333333333,0.866666666666667,13.2,20,178,80,99.1
"Otterbach_vine","Otterbach","vine","autumn",1.61220031746032,7.62857142857143,0.727468888888889,6.08253968253968,0.884731428571429,1.54603174603175,0,0,0,0,2.04698904426257,9.81702764313271,1.3053409613981,8.32046752858155,3.02490543820016,1.71223106908585,0,0,0,0,1,7,7,-0.228400441956335,1.325,0.5,14.4,20,292.25,90,93.1
"Otterbach_vine","Otterbach","vine","spring",6.00117517241379,26.7540229885057,2.26331057471264,25.0436781609195,3.59476574712644,1.66436781609195,0,0,0.143098850574713,0.0459770114942529,8.88966212505592,29.0941880600313,2.8361608182382,28.8927918503663,3.23058217558584,8.49999029429189,0,0,0.770610894056342,0.247593784236069,2,5,3,-0.673960332029652,2.4,0.25,12.9,50,248.666666666667,70,98.7666666666667
"Otterbach_vine","Otterbach","vine","summer",2.24048023809524,9.12380952380952,0.667201666666667,7.71428571428571,0.702589285714286,1.30238095238095,0.870689285714286,0.107142857142857,0,0,3.84890049317919,11.5116075151898,1.28000004904144,11.2961023489292,1.77002775015862,0.903853944511238,3.23844178389217,0.416269652125186,0,0,2,5,6,-1.18121023073432,1.83333333333333,0.9,16.475,30,296.25,80,95.3666666666667
"Russbach_forest","Russbach","forest","autumn",4.20647179487179,10.0948717948718,3.72651794871795,9.99230769230769,0,0,0.479953846153846,0.102564102564103,0,0,4.38574865005577,11.1617947274827,3.88000512268884,11.181307050181,0,0,1.69558452392814,0.362328650926271,0,0,2,9,9,-0.548237888261483,2.65,0.375,10.925,50,92.55,85,95.1
"Russbach_forest","Russbach","forest","spring",1.25036691358025,5.39753086419753,0.36740987654321,4.8,0.767475308641975,0.358024691358025,0.0284345679012346,0.0493827160493827,0.0870471604938272,0.190123456790123,1.32225549969103,4.09880038658307,0.32005090164802,4.05597585926496,0.569344546862532,1.3526048517296,0.147750348888616,0.256600119639834,0.233593880649023,0.49775691856987,4,6,4,-6.24910844376213,2.55,0.5,9.4,20,113.333333333333,100,98.1
"Russbach_forest","Russbach","forest","summer",1.56831980392157,8.28627450980392,0.91604431372549,7.7156862745098,0.139094117647059,0.203921568627451,0.451572549019608,0.337254901960784,0.0616088235294118,0.0294117647058824,1.86564288680375,4.96323261151751,1.11603665062235,5.0957778475575,0.481283686538516,0.45965536622309,1.5933117089837,0.658933160105808,0.359238086298013,0.171498585142509,5,14,12,-3.08530303283723,2.13333333333333,1.4,13.075,50,121.5,90,73.46
"Russbach_vine","Russbach","vine","autumn",1.38116106666667,18.3706666666667,0.406724533333333,17.0186666666667,0.574773866666667,1.21866666666667,0.399662666666667,0.133333333333333,0,0,1.75086125537276,13.6879925752734,0.458102142272352,12.8723292087819,1.41179161194404,0.630304245253742,1.10910562259267,0.372677996249965,0,0,2,6,5,-0.54328210013728,1.325,0.525,13.7,40,332.25,70,90.45
"Russbach_vine","Russbach","vine","spring",7.88908933333333,26.6533333333333,4.69547866666667,25.0133333333333,2.88743866666667,1.6,0.306172,0.04,0,0,7.1756318373736,22.8303891045831,5.55244135639383,22.3344692911768,2.72335577306137,4.15539432750973,1.53086,0.2,0,0,2,4,5,-0.854787309384883,1.8,0.25,11.4333333333333,30,330.666666666667,70,102.5
"Russbach_vine","Russbach","vine","summer",2.00606533333333,25.1047619047619,0.829473714285714,23.6895238095238,0.947617333333333,1.35809523809524,0.228974285714286,0.0571428571428571,0,0,2.38756990999384,43.3379915617353,1.11328605862756,43.4592377353517,1.92133434803457,1.78414450057698,0.958649341320091,0.235504107976803,0,0,3,10,9,-1.0112151084904,1.03333333333333,0.8,17.2,40,323.5,90,74.275
"Triefenbach_forest","Triefenbach","forest","autumn",3.94682538461538,26.7076923076923,2.87617538461538,26.4179487179487,0.00613461538461539,0.0384615384615385,1.06451538461538,0.251282051282051,0,0,5.16595716642561,28.156067130182,3.45719914447636,28.1769239402573,0.196116135138184,0.0312805235545404,2.83659045200851,0.649186209837158,0,0,3,8,6,-7,0.925,0.625,13.2,10,165,85,99.7333333333333
"Triefenbach_forest","Triefenbach","forest","spring",3.24102689655172,29.8666666666667,1.72278091954023,29.3172413793103,0.828779770114943,0.337931034482759,0.368310344827586,0.0804597701149425,0.321155862068966,0.131034482758621,3.13166170689411,34.6238013373405,2.19635160505211,34.6082642445845,0.669501362537053,1.62314422128975,1.44150985486568,0.304140376082225,1.25036830868096,0.428538586590571,6,10,5,-6.26721169599191,1.15,0.55,11.8666666666667,10,154.333333333333,70,98.7666666666667
"Triefenbach_forest","Triefenbach","forest","summer",5.86151575757576,7.81010101010101,1.09345353535354,6.47070707070707,0.561720202020202,0.24040404040404,4.20251656565657,1.07474747474747,0.00382545454545455,0.0242424242424242,7.64573483905693,5.94414093438332,1.32319341644192,5.28493507249982,0.753130391901288,1.78338366700345,7.59279531374062,1.75995245956607,0.0219755632878473,0.139262124764558,7,11,5,-7,1.23333333333333,0.966666666666667,14.2,10,157.75,85,99.825
"Triefenbach_vine","Triefenbach","vine","autumn",2.43301615384615,16.4820512820513,1.59747179487179,15.2025641025641,0.533661282051282,1.21794871794872,0.301883076923077,0.0615384615384615,0,0,2.54208320009811,21.1826453720319,2.03493281311163,20.6175112693111,1.72134910318701,0.743836420872867,1.5393077000542,0.313785816221094,0,0,3,7,5,0.209230403409577,1.7,0.375,13.925,70,238,90,96.2
"Triefenbach_vine","Triefenbach","vine","spring",4.914474375,27.725,2.96614145833333,26.3020833333333,1.61887041666667,1.31875,0.21795,0.0416666666666667,0.1115125,0.0625,4.21800642594809,25.82311348316,2.82027605464797,25.8919895135106,2.00563609981336,2.3595435132643,1.23291138367686,0.235702260395516,0.630809959496519,0.353553390593274,5,10,6,-2.4665868695426,1.55,0.95,11.5333333333333,30,217.666666666667,30,99.4666666666667
"Triefenbach_vine","Triefenbach","vine","summer",5.6907765,20.3216666666667,2.14943766666667,17.8833333333333,1.29153766666667,2.04333333333333,2.24980116666667,0.395,0,0,5.9777655911975,22.8921011147359,2.92227531230324,22.4834716119752,1.63825701276877,1.61873230818025,5.27435123613376,0.851663363266546,0,0,6,11,5,-2.61170972079271,1.53333333333333,0.966666666666667,14.375,40,215.25,55,98.875
